Eye ID,Final Label
0/TRAIN000000.JPG,0
0/TRAIN000001.JPG,0
0/TRAIN000002.JPG,0
0/TRAIN000003.JPG,0
0/TRAIN000004.JPG,0
0/TRAIN000005.JPG,0
0/TRAIN000006.JPG,0
0/TRAIN000007.JPG,0
0/TRAIN000008.JPG,0
0/TRAIN000009.JPG,0
0/TRAIN000010.JPG,0
0/TRAIN000011.JPG,0
0/TRAIN000012.JPG,0
0/TRAIN000013.JPG,0
0/TRAIN000014.JPG,0
0/TRAIN000015.JPG,0
0/TRAIN000016.JPG,0
0/TRAIN000017.JPG,0
0/TRAIN000018.JPG,0
0/TRAIN000019.JPG,0
0/TRAIN000020.JPG,0
0/TRAIN000021.JPG,0
0/TRAIN000022.JPG,0
0/TRAIN000023.JPG,0
0/TRAIN000024.JPG,0
0/TRAIN000025.JPG,0
0/TRAIN000026.JPG,0
0/TRAIN000027.JPG,0
0/TRAIN000028.JPG,0
0/TRAIN000029.JPG,0
0/TRAIN000030.JPG,0
0/TRAIN000031.JPG,0
0/TRAIN000032.JPG,0
0/TRAIN000033.JPG,0
0/TRAIN000035.JPG,0
0/TRAIN000036.JPG,0
0/TRAIN000037.JPG,0
0/TRAIN000038.JPG,0
0/TRAIN000039.JPG,0
0/TRAIN000040.JPG,0
0/TRAIN000041.JPG,0
0/TRAIN000042.JPG,0
0/TRAIN000043.JPG,0
0/TRAIN000044.JPG,0
0/TRAIN000045.JPG,0
0/TRAIN000046.JPG,0
0/TRAIN000047.JPG,0
0/TRAIN000048.JPG,0
0/TRAIN000049.JPG,0
0/TRAIN000050.JPG,0
0/TRAIN000051.JPG,0
0/TRAIN000052.JPG,0
0/TRAIN000053.JPG,0
0/TRAIN000054.JPG,0
0/TRAIN000055.JPG,0
0/TRAIN000056.JPG,0
0/TRAIN000057.JPG,0
0/TRAIN000058.JPG,0
0/TRAIN000059.JPG,0
0/TRAIN000061.JPG,0
0/TRAIN000062.JPG,0
0/TRAIN000063.JPG,0
0/TRAIN000064.JPG,0
0/TRAIN000065.JPG,0
0/TRAIN000066.JPG,0
0/TRAIN000067.JPG,0
0/TRAIN000069.JPG,0
0/TRAIN000070.JPG,0
0/TRAIN000071.JPG,0
0/TRAIN000072.JPG,0
0/TRAIN000073.JPG,0
0/TRAIN000074.JPG,0
0/TRAIN000075.JPG,0
0/TRAIN000076.JPG,0
0/TRAIN000077.JPG,0
0/TRAIN000078.JPG,0
0/TRAIN000079.JPG,0
0/TRAIN000080.JPG,0
0/TRAIN000081.JPG,0
0/TRAIN000082.JPG,0
0/TRAIN000083.JPG,0
0/TRAIN000084.JPG,0
0/TRAIN000085.JPG,0
0/TRAIN000086.JPG,0
0/TRAIN000087.JPG,0
0/TRAIN000088.JPG,0
0/TRAIN000089.JPG,0
0/TRAIN000090.JPG,0
0/TRAIN000091.JPG,0
0/TRAIN000092.JPG,0
0/TRAIN000093.JPG,0
0/TRAIN000094.JPG,0
0/TRAIN000095.JPG,0
0/TRAIN000096.JPG,0
0/TRAIN000097.JPG,0
0/TRAIN000098.JPG,0
0/TRAIN000099.JPG,0
0/TRAIN000101.JPG,0
0/TRAIN000102.JPG,0
0/TRAIN000103.JPG,0
0/TRAIN000104.JPG,0
0/TRAIN000105.JPG,0
0/TRAIN000107.JPG,0
0/TRAIN000108.JPG,0
0/TRAIN000109.JPG,0
0/TRAIN000110.JPG,0
0/TRAIN000111.JPG,0
0/TRAIN000112.JPG,0
0/TRAIN000113.JPG,0
0/TRAIN000114.JPG,0
0/TRAIN000115.JPG,0
0/TRAIN000116.JPG,0
0/TRAIN000117.JPG,0
0/TRAIN000118.JPG,0
0/TRAIN000119.JPG,0
0/TRAIN000120.JPG,0
0/TRAIN000121.JPG,0
0/TRAIN000123.JPG,0
0/TRAIN000124.JPG,0
0/TRAIN000125.JPG,0
0/TRAIN000126.JPG,0
0/TRAIN000128.JPG,0
0/TRAIN000129.JPG,0
0/TRAIN000130.JPG,0
0/TRAIN000131.JPG,0
0/TRAIN000132.JPG,0
0/TRAIN000133.JPG,0
0/TRAIN000134.JPG,0
0/TRAIN000135.JPG,0
0/TRAIN000136.JPG,0
0/TRAIN000137.JPG,0
0/TRAIN000138.JPG,0
0/TRAIN000139.JPG,0
0/TRAIN000141.JPG,0
0/TRAIN000142.JPG,0
0/TRAIN000143.JPG,0
0/TRAIN000144.JPG,0
0/TRAIN000145.JPG,0
0/TRAIN000146.JPG,0
0/TRAIN000147.JPG,0
0/TRAIN000148.JPG,0
0/TRAIN000149.JPG,0
0/TRAIN000150.JPG,0
0/TRAIN000151.JPG,0
0/TRAIN000152.JPG,0
0/TRAIN000153.JPG,0
