Eye ID,Final Label
0/TRAIN000034.JPG,1
0/TRAIN000060.JPG,1
0/TRAIN000068.JPG,1
0/TRAIN000100.JPG,1
0/TRAIN000106.JPG,1
0/TRAIN000122.JPG,1
0/TRAIN000127.JPG,1
0/TRAIN000140.JPG,1
0/TRAIN000188.JPG,1
0/TRAIN000195.JPG,1
0/TRAIN000225.JPG,1
0/TRAIN000285.JPG,1
0/TRAIN000329.JPG,1
0/TRAIN000344.JPG,1
0/TRAIN000348.JPG,1
0/TRAIN000362.JPG,1
0/TRAIN000373.JPG,1
0/TRAIN000392.JPG,1
0/TRAIN000421.JPG,1
0/TRAIN000429.JPG,1
0/TRAIN000465.JPG,1
0/TRAIN000498.JPG,1
0/TRAIN000521.JPG,1
0/TRAIN000522.JPG,1
0/TRAIN000542.JPG,1
0/TRAIN000598.JPG,1
0/TRAIN000603.JPG,1
0/TRAIN000625.JPG,1
0/TRAIN000646.JPG,1
0/TRAIN000660.JPG,1
0/TRAIN000701.JPG,1
0/TRAIN000728.JPG,1
0/TRAIN000744.JPG,1
0/TRAIN000773.JPG,1
0/TRAIN000783.JPG,1
0/TRAIN000789.JPG,1
0/TRAIN000823.JPG,1
0/TRAIN000864.JPG,1
0/TRAIN000924.JPG,1
0/TRAIN000932.JPG,1
0/TRAIN000983.JPG,1
0/TRAIN001028.JPG,1
0/TRAIN001115.JPG,1
0/TRAIN001118.JPG,1
0/TRAIN001147.JPG,1
0/TRAIN001212.JPG,1
0/TRAIN001225.JPG,1
0/TRAIN001230.JPG,1
0/TRAIN001356.JPG,1
0/TRAIN001393.JPG,1
0/TRAIN001415.JPG,1
0/TRAIN001481.JPG,1
0/TRAIN001497.JPG,1
0/TRAIN001598.JPG,1
0/TRAIN001609.JPG,1
0/TRAIN001615.JPG,1
0/TRAIN001629.JPG,1
0/TRAIN001631.JPG,1
0/TRAIN001638.JPG,1
0/TRAIN001695.JPG,1
0/TRAIN001720.JPG,1
0/TRAIN001741.JPG,1
0/TRAIN001779.JPG,1
0/TRAIN001784.JPG,1
0/TRAIN001797.JPG,1
0/TRAIN001800.JPG,1
0/TRAIN001836.JPG,1
0/TRAIN001864.JPG,1
0/TRAIN001889.JPG,1
0/TRAIN001939.JPG,1
0/TRAIN001956.JPG,1
0/TRAIN001984.JPG,1
0/TRAIN002055.JPG,1
0/TRAIN002066.JPG,1
0/TRAIN002070.JPG,1
0/TRAIN002110.JPG,1
0/TRAIN002127.JPG,1
0/TRAIN002155.JPG,1
0/TRAIN002229.JPG,1
0/TRAIN002238.JPG,1
0/TRAIN002269.JPG,1
0/TRAIN002318.JPG,1
0/TRAIN002336.JPG,1
0/TRAIN002360.JPG,1
0/TRAIN002393.JPG,1
0/TRAIN002415.JPG,1
0/TRAIN002417.JPG,1
0/TRAIN002426.JPG,1
0/TRAIN002461.JPG,1
0/TRAIN002494.JPG,1
0/TRAIN002547.JPG,1
0/TRAIN002568.JPG,1
0/TRAIN002653.JPG,1
0/TRAIN002686.JPG,1
0/TRAIN002709.JPG,1
0/TRAIN002719.JPG,1
0/TRAIN002720.JPG,1
0/TRAIN002749.JPG,1
0/TRAIN002895.JPG,1
0/TRAIN003061.JPG,1
0/TRAIN003072.JPG,1
0/TRAIN003097.JPG,1
0/TRAIN003117.JPG,1
0/TRAIN003163.JPG,1
0/TRAIN003179.JPG,1
0/TRAIN003189.JPG,1
0/TRAIN003209.JPG,1
0/TRAIN003353.JPG,1
0/TRAIN003393.JPG,1
0/TRAIN003443.JPG,1
0/TRAIN003489.JPG,1
0/TRAIN003508.JPG,1
0/TRAIN003510.JPG,1
0/TRAIN003530.JPG,1
0/TRAIN003551.JPG,1
0/TRAIN003561.JPG,1
0/TRAIN003587.JPG,1
0/TRAIN003624.JPG,1
0/TRAIN003635.JPG,1
0/TRAIN003669.JPG,1
0/TRAIN003678.JPG,1
0/TRAIN003686.JPG,1
0/TRAIN003785.JPG,1
0/TRAIN003790.JPG,1
0/TRAIN003837.JPG,1
0/TRAIN003847.JPG,1
0/TRAIN003848.JPG,1
0/TRAIN003853.JPG,1
0/TRAIN003878.JPG,1
0/TRAIN003923.JPG,1
0/TRAIN004057.JPG,1
0/TRAIN004073.JPG,1
0/TRAIN004075.JPG,1
0/TRAIN004086.JPG,1
0/TRAIN004094.JPG,1
0/TRAIN004121.JPG,1
0/TRAIN004127.JPG,1
0/TRAIN004270.JPG,1
0/TRAIN004276.JPG,1
0/TRAIN004309.JPG,1
0/TRAIN004314.JPG,1
0/TRAIN004393.JPG,1
0/TRAIN004414.JPG,1
0/TRAIN004434.JPG,1
